,userId,movieId,rating,timestamp
0,1,31,2.5,1260759144
1,1,1061,3.0,1260759182
2,1,1129,2.0,1260759185
3,1,1172,4.0,1260759205
4,1,1263,2.0,1260759151
5,1,1287,2.0,1260759187
6,1,1293,2.0,1260759148
7,1,1343,2.0,1260759131
8,1,1405,1.0,1260759203
9,1,1953,4.0,1260759191
10,1,2105,4.0,1260759139
11,1,2150,3.0,1260759194
12,1,2193,2.0,1260759198
13,1,2294,2.0,1260759108
14,1,2455,2.5,1260759113
15,2,10,4.0,835355493
16,2,17,5.0,835355681
17,2,39,5.0,835355604
18,2,47,4.0,835355552
19,2,50,4.0,835355586
20,2,52,3.0,835356031
21,2,62,3.0,835355749
22,2,110,4.0,835355532
23,2,144,3.0,835356016
24,2,150,5.0,835355395
25,2,153,4.0,835355441
26,2,161,3.0,835355493
27,2,165,3.0,835355441
28,2,168,3.0,835355710
29,2,185,3.0,835355511
30,2,186,3.0,835355664
31,2,208,3.0,835355511
32,2,222,5.0,835355840
33,2,223,1.0,835355749
34,2,225,3.0,835355552
35,2,235,3.0,835355664
36,2,248,3.0,835355896
37,2,261,4.0,835355681
38,2,265,5.0,835355697
39,2,266,5.0,835355586
40,2,272,3.0,835355767
41,2,273,4.0,835355779
42,2,296,4.0,835355395
43,2,300,3.0,835355532
44,2,314,4.0,835356044
45,2,317,2.0,835355551
46,2,319,1.0,835355918
47,2,339,3.0,835355492
48,2,349,4.0,835355441
49,2,350,4.0,835355697
50,2,356,3.0,835355628
51,2,357,3.0,835355749
52,2,364,3.0,835355604
53,2,367,3.0,835355619
54,2,370,2.0,835355932
55,2,371,3.0,835355968
56,2,372,3.0,835356094
57,2,377,3.0,835355710
58,2,382,3.0,835356165
59,2,405,2.0,835356246
60,2,410,3.0,835355532
61,2,454,4.0,835355604
62,2,457,3.0,835355511
63,2,468,4.0,835355790
64,2,474,2.0,835355828
65,2,485,3.0,835355918
66,2,497,3.0,835355880
67,2,500,4.0,835355731
68,2,508,4.0,835355860
69,2,515,4.0,835355817
70,2,527,4.0,835355731
71,2,537,4.0,835356199
72,2,539,3.0,835355767
73,2,550,3.0,835356109
74,2,551,5.0,835355767
75,2,552,3.0,835355860
76,2,585,5.0,835355817
77,2,586,3.0,835355790
78,2,587,3.0,835355779
79,2,588,3.0,835355441
80,2,589,5.0,835355697
81,2,590,5.0,835355395
82,2,592,5.0,835355395
83,2,593,3.0,835355511
84,2,616,3.0,835355932
85,2,661,4.0,835356141
86,3,60,3.0,1298861675
87,3,110,4.0,1298922049
88,3,247,3.5,1298861637
89,3,267,3.0,1298861761
90,3,318,5.0,1298862121
91,3,355,2.5,1298861589
92,3,356,5.0,1298862167
93,3,377,2.5,1298923242
94,3,527,3.0,1298862528
95,3,588,3.0,1298922100
96,3,592,3.0,1298923247
97,3,593,3.0,1298921840
98,3,595,2.0,1298923260
99,3,736,3.5,1298932787
100,3,778,4.0,1298863157
101,3,866,3.0,1298861687
102,3,1197,5.0,1298932770
103,3,1210,3.0,1298921795
104,3,1235,4.0,1298861628
105,3,1271,3.0,1298861605
106,3,1378,4.0,1298861658
107,3,1580,3.5,1298922089
108,3,1721,4.5,1298923236
109,3,1884,4.0,1298863143
110,3,2028,4.0,1298921862
111,3,2513,3.0,1298861789
112,3,2694,3.0,1298862710
113,3,2762,3.5,1298922057
114,3,2858,4.0,1298921825
115,3,2959,5.0,1298862874
116,3,3243,3.0,1298861968
117,3,3510,4.0,1298861633
118,3,3949,5.0,1298863174
119,3,5349,3.0,1298923266
120,3,5669,3.5,1298862672
121,3,6377,3.0,1298922080
122,3,7153,2.5,1298921787
123,3,7361,3.0,1298922065
124,3,8622,3.5,1298861650
125,3,8636,3.0,1298932766
126,3,44191,3.5,1298932740
127,3,50068,4.5,1298862467
128,3,58559,3.0,1298922071
129,4,10,4.0,949810645
130,4,34,5.0,949919556
131,4,112,5.0,949810582
132,4,141,5.0,949919681
133,4,153,4.0,949811346
134,4,173,3.0,949811346
135,4,185,3.0,949920047
136,4,260,5.0,949779042
137,4,289,4.0,949778802
138,4,296,5.0,949895708
139,4,329,3.0,949810618
140,4,349,5.0,949810582
141,4,356,5.0,949919763
142,4,357,5.0,949919681
143,4,364,5.0,949949538
144,4,367,4.0,949895887
145,4,380,3.0,949810534
146,4,410,3.0,949919883
147,4,434,4.0,949810688
148,4,435,1.0,949920135
149,4,440,4.0,949919802
150,4,442,4.0,949920028
151,4,464,4.0,949811315
152,4,480,5.0,949810582
153,4,541,5.0,949779091
154,4,588,5.0,949949486
155,4,589,5.0,949919938
156,4,590,3.0,949810534
157,4,594,5.0,949949538
158,4,596,5.0,949949638
159,4,610,4.0,949982238
160,4,616,5.0,949949444
161,4,858,5.0,949779022
162,4,903,5.0,949919189
163,4,910,4.0,949919306
164,4,913,5.0,949919247
165,4,919,5.0,949949396
166,4,1011,4.0,949919454
167,4,1016,4.0,949919322
168,4,1022,5.0,949949638
169,4,1028,5.0,949949638
170,4,1030,5.0,949896377
171,4,1031,5.0,949896377
172,4,1032,5.0,949949538
173,4,1033,5.0,949949638
174,4,1036,5.0,949896244
175,4,1073,5.0,949919372
176,4,1079,5.0,949811523
177,4,1089,5.0,949895732
178,4,1097,5.0,949778771
179,4,1125,5.0,949919399
180,4,1127,5.0,949896275
181,4,1136,5.0,949919372
182,4,1194,5.0,949919419
183,4,1196,5.0,949779173
184,4,1197,5.0,949811490
185,4,1198,5.0,949779173
186,4,1200,5.0,949896244
187,4,1206,5.0,949896159
188,4,1208,5.0,949779173
189,4,1210,5.0,949778714
190,4,1213,5.0,949895708
191,4,1214,5.0,949810261
192,4,1219,5.0,949779173
193,4,1220,5.0,949811523
194,4,1222,5.0,949918693
195,4,1225,5.0,949779173
196,4,1230,5.0,949919372
197,4,1240,5.0,949896244
198,4,1243,5.0,949919519
199,4,1257,5.0,949811602
200,4,1258,5.0,949918743
201,4,1259,4.0,949811559
202,4,1265,5.0,949919591
203,4,1270,5.0,949811523
204,4,1278,5.0,949919372
205,4,1282,5.0,949949396
206,4,1285,4.0,949811559
207,4,1288,5.0,949811490
208,4,1291,5.0,949918743
209,4,1298,4.0,949918927
210,4,1307,4.0,949811602
211,4,1332,4.0,949896275
212,4,1334,5.0,949982274
213,4,1344,5.0,949919247
214,4,1356,4.0,949810582
215,4,1371,4.0,949810302
216,4,1372,3.0,949920004
217,4,1374,4.0,949918787
218,4,1376,3.0,949918904
219,4,1377,3.0,949810688
220,4,1387,5.0,949810261
221,4,1388,4.0,949810302
222,4,1396,5.0,949895772
223,4,1544,3.0,949811230
224,4,1580,5.0,949919978
225,4,1663,4.0,949811559
226,4,1674,5.0,949896244
227,4,1805,1.0,949895864
228,4,1858,5.0,949919738
229,4,1917,4.0,949810688
230,4,1918,2.0,949895956
231,4,1953,5.0,949810261
232,4,1954,5.0,949810261
233,4,1967,3.0,949949538
234,4,1968,5.0,949811559
235,4,1994,5.0,949896309
236,4,2000,5.0,949811602
237,4,2002,3.0,949895907
238,4,2003,2.0,949918970
239,4,2005,5.0,949896070
240,4,2014,4.0,949919454
241,4,2018,5.0,949778771
242,4,2020,4.0,949811738
243,4,2021,4.0,949896114
244,4,2033,4.0,949982239
245,4,2034,4.0,949896183
246,4,2046,5.0,949810618
247,4,2054,3.0,949896114
248,4,2064,5.0,949918648
249,4,2078,5.0,949949444
250,4,2080,5.0,949919306
251,4,2081,4.0,949982239
252,4,2085,5.0,949949444
253,4,2087,5.0,949949638
254,4,2094,4.0,949920028
255,4,2096,5.0,949949538
256,4,2100,5.0,949896114
257,4,2102,5.0,949949396
258,4,2105,4.0,949896114
259,4,2109,5.0,949919399
260,4,2110,3.0,949896309
261,4,2114,5.0,949918927
262,4,2115,5.0,949918994
263,4,2124,4.0,949919763
264,4,2140,5.0,949896070
265,4,2141,4.0,949982239
266,4,2143,4.0,949896114
267,4,2144,5.0,949811603
268,4,2161,5.0,949896070
269,4,2174,5.0,949896070
270,4,2193,3.0,949896070
271,4,2194,5.0,949918764
272,4,2248,4.0,949811559
273,4,2263,3.0,949896309
274,4,2268,5.0,949895772
275,4,2289,5.0,949919556
276,4,2348,4.0,949918927
277,4,2371,4.0,949811603
278,4,2403,4.0,949918994
279,4,2406,5.0,949918994
280,4,2409,4.0,949810302
281,4,2454,5.0,949982274
282,4,2467,5.0,949918875
283,4,2551,4.0,949896275
284,4,2616,1.0,949895993
285,4,2628,5.0,949810582
286,4,2640,5.0,949810261
287,4,2683,4.0,949896497
288,4,2699,4.0,949896497
289,4,2716,5.0,949811523
290,4,2723,5.0,949810582
291,4,2734,4.0,949778714
292,4,2770,1.0,949896521
293,4,2788,5.0,949919399
294,4,2791,5.0,949811490
295,4,2797,5.0,949896070
296,4,2804,5.0,949811738
297,4,2822,3.0,949811230
298,4,2867,3.0,949918875
299,4,2872,5.0,949896114
300,4,2877,5.0,949896377
301,4,2918,5.0,949811559
302,4,2968,5.0,949896070
303,4,2986,3.0,949896015
304,4,2987,5.0,949918807
305,4,2991,5.0,949810261
306,4,3016,3.0,949896543
307,4,3034,5.0,949949444
308,4,3039,4.0,949811559
309,4,3040,5.0,949919419
310,4,3060,5.0,949919656
311,4,3071,4.0,949918715
312,4,3101,4.0,949896275
313,4,3104,4.0,949811603
314,4,3108,5.0,949919738
315,4,3169,4.0,949918904
316,4,3208,2.0,949778946
317,4,3210,4.0,949811523
318,4,3251,5.0,949918970
319,4,3255,4.0,949919738
320,4,3263,3.0,949919845
321,4,3265,5.0,949895732
322,4,4006,2.0,949982238
323,5,3,4.0,1163374957
324,5,39,4.0,1163374952
325,5,141,4.0,1163374242
326,5,150,4.0,1163374404
327,5,231,3.5,1163373762
328,5,277,4.5,1163373208
329,5,344,3.5,1163373636
330,5,356,4.0,1163374152
331,5,364,4.0,1163373752
332,5,367,4.0,1163373755
333,5,377,4.0,1163373610
334,5,440,4.0,1163374477
335,5,500,4.5,1163373718
336,5,586,4.0,1163374392
337,5,588,3.5,1163373551
338,5,595,4.0,1163374190
339,5,597,5.0,1163373711
340,5,788,3.5,1163374993
341,5,858,2.5,1163373651
342,5,903,3.5,1163373135
343,5,919,4.0,1163374286
344,5,1022,4.0,1163373316
345,5,1035,5.0,1163373103
346,5,1193,3.0,1163374173
347,5,1221,2.5,1163374239
348,5,1307,4.0,1163374495
349,5,1380,5.0,1163373044
350,5,1393,3.5,1163374165
351,5,1485,4.5,1163374608
352,5,1544,3.5,1163374562
353,5,1682,4.0,1163374214
354,5,1721,4.0,1163373744
355,5,1777,4.0,1163374601
356,5,1784,4.5,1163374251
357,5,1923,4.5,1163373726
358,5,1961,4.0,1163373675
359,5,1968,4.0,1163374324
360,5,1997,3.5,1163374593
361,5,2023,1.5,1163373188
362,5,2081,5.0,1163373109
363,5,2273,4.0,1163373276
364,5,2294,4.0,1163373251
365,5,2355,3.5,1163374184
366,5,2424,4.0,1163373193
367,5,2502,3.5,1163374290
368,5,2683,4.0,1163373679
369,5,2694,4.5,1163373293
370,5,2706,4.0,1163374246
371,5,2762,3.5,1163373743
372,5,2770,3.5,1163374947
373,5,2918,3.5,1163374278
374,5,2997,3.5,1163374127
375,5,3114,3.5,1163374263
376,5,3408,4.0,1163374137
377,5,3753,3.5,1163373148
378,5,3897,4.5,1163374235
379,5,3948,3.5,1163374198
380,5,4014,4.0,1163373273
381,5,4018,4.0,1163375025
382,5,4022,3.5,1163373696
383,5,4025,4.5,1163375145
384,5,4306,3.5,1163374103
385,5,4308,3.5,1163374354
386,5,4447,4.5,1163375033
387,5,4718,3.5,1163375131
388,5,4963,3.0,1163373548
389,5,4995,4.5,1163373616
390,5,5266,3.5,1163374995
391,5,5299,4.5,1163373299
392,5,5349,4.5,1163373606
393,5,5464,4.0,1163374443
394,5,5669,3.5,1163374206
395,5,5816,3.0,1163373688
396,5,5995,4.0,1163374533
397,5,6218,3.5,1163374491
398,5,6373,4.0,1163374572
399,5,6377,4.0,1163373626
400,5,6502,4.0,1163374455
401,5,6711,2.5,1163373238
402,5,6942,4.0,1163374511
403,5,8376,4.0,1163374742
404,5,8464,4.0,1163374381
405,5,8636,4.5,1163373593
406,5,8644,4.0,1163374426
407,5,30707,4.5,1163374340
408,5,30749,4.5,1163374702
409,5,30793,3.5,1163374177
410,5,33166,5.0,1163374211
411,5,33679,4.0,1163374517
412,5,34162,4.5,1163374227
413,5,35836,4.0,1163374275
414,5,40819,4.5,1163374283
415,5,41566,4.0,1163374144
416,5,41569,4.0,1163374167
417,5,48385,4.5,1163374357
418,6,111,4.0,1109258212
419,6,158,2.0,1108134263
420,6,173,2.0,1109258228
421,6,293,5.0,1108134539
422,6,903,4.0,1108134299
423,6,1204,5.0,1108134266
424,6,1250,4.5,1108134284
425,6,1259,4.5,1109258196
426,6,1276,4.5,1108134309
427,6,1358,2.0,1109258181
428,6,1639,2.0,1109258179
429,6,1687,2.0,1109258281
430,6,1747,2.0,1109258194
431,6,1876,0.5,1108134334
432,6,1909,3.0,1108134344
433,6,2001,3.0,1108134289
434,6,2019,4.0,1109258270
435,6,2072,4.0,1109258285
436,6,2174,4.0,1109258175
437,6,2502,3.5,1108134291
438,6,2528,3.0,1109258245
439,6,2529,4.0,1108134293
440,6,2571,1.0,1109258202
441,6,2657,2.0,1108134271
442,6,2692,4.0,1108134274
443,6,2761,4.5,1108134545
444,6,2890,3.0,1109258199
445,6,3114,4.0,1109258183
446,6,3300,3.5,1109258250
447,6,3751,1.5,1109258190
448,6,4641,1.5,1109258217
449,6,4975,1.5,1109258226
450,6,5952,5.0,1108134311
451,6,7153,5.0,1108134519
452,6,7361,4.0,1108134524
453,6,8368,3.5,1108134526
454,6,8636,4.0,1108134537
455,6,8784,3.0,1108134531
456,6,8874,4.5,1108134521
457,7,1,3.0,851866703
458,7,10,3.0,851869035
459,7,31,3.0,851868750
460,7,34,4.0,851867861
461,7,40,4.0,851866901
462,7,104,3.0,851866744
463,7,110,5.0,851868188
464,7,112,4.0,851866720
465,7,141,4.0,851866704
466,7,151,4.0,851868206
467,7,198,2.0,851868704
468,7,207,3.0,851868705
469,7,272,3.0,851868188
470,7,316,2.0,851869161
471,7,318,5.0,851868187
472,7,329,3.0,851868524
473,7,333,3.0,851867345
474,7,345,3.0,851867621
475,7,355,3.0,851867941
476,7,356,3.0,851868188
477,7,357,3.0,851867436
478,7,364,3.0,851868020
479,7,367,3.0,851867790
480,7,377,3.0,851869291
481,7,380,4.0,851869291
482,7,480,4.0,851869161
483,7,500,3.0,851867669
484,7,534,4.0,851868246
485,7,539,3.0,851867688
486,7,541,4.0,851869035
487,7,551,4.0,851868019
488,7,588,4.0,851868044
489,7,589,3.0,851869140
490,7,590,4.0,851868186
491,7,592,3.0,851868863
492,7,594,4.0,851868020
493,7,595,3.0,851868044
494,7,610,3.0,851868074
495,7,671,4.0,851866806
496,7,720,5.0,851868019
497,7,724,2.0,851866784
498,7,736,1.0,851866704
499,7,737,1.0,851866763
500,7,745,5.0,851868020
501,7,780,3.0,851866703
502,7,786,2.0,851866744
503,7,924,4.0,851868289
504,7,1036,3.0,851869102
505,7,1073,3.0,851866744
506,7,1079,4.0,851867320
507,7,1097,3.0,851868308
508,7,1125,3.0,851867553
509,7,1129,3.0,851869103
510,7,1136,4.0,851867289
511,7,1148,5.0,851868019
512,7,1196,5.0,851869034
513,7,1197,3.0,851867289
514,7,1198,5.0,851869035
515,7,1210,5.0,851869034
516,7,1220,4.0,851867379
517,7,1223,5.0,851868044
518,7,1225,5.0,851868246
519,7,1240,4.0,851869062
520,7,1242,5.0,851868289
521,7,1270,3.0,851867436
522,7,1275,4.0,851869080
523,7,1278,3.0,851867436
524,7,1287,4.0,851868332
525,7,1288,4.0,851867401
526,7,1291,3.0,851867320
527,7,1298,3.0,851868471
528,7,1302,4.0,851868471
529,7,1307,3.0,851867401
530,7,1353,3.0,851866935
531,7,1371,3.0,851869160
532,7,1372,3.0,851869102
533,7,1373,2.0,851869230
534,7,1374,4.0,851869035
535,7,1375,3.0,851869140
536,7,1376,3.0,851869062
537,7,1394,3.0,851867688
538,7,1405,5.0,851866978
539,7,1408,1.0,851869140
540,8,32,5.0,1154465405
541,8,45,2.5,1154389572
542,8,47,5.0,1154464836
543,8,50,5.0,1154400173
544,8,110,4.0,1154473268
545,8,260,3.5,1154464829
546,8,282,2.0,1154389420
547,8,318,5.0,1154464714
548,8,356,4.0,1154400390
549,8,520,3.5,1154389356
550,8,524,2.0,1154400357
551,8,527,5.0,1154400170
552,8,543,5.0,1154389386
553,8,589,4.0,1154464853
554,8,593,4.5,1154464833
555,8,628,4.0,1154400284
556,8,805,3.5,1154389432
557,8,858,5.0,1154400181
558,8,1196,3.5,1154464841
559,8,1197,4.0,1154464887
560,8,1198,4.0,1154464730
561,8,1210,4.0,1154464769
562,8,1225,4.0,1154465394
563,8,1258,4.0,1154465555
564,8,1259,4.0,1154464811
565,8,1265,3.0,1154465230
566,8,1270,4.0,1154464747
567,8,1291,4.0,1154464720
568,8,1302,3.5,1154400465
569,8,1358,0.5,1154474527
570,8,1387,4.0,1154465285
571,8,1393,3.0,1154400324
572,8,1500,4.0,1154465235
573,8,1552,3.0,1154389408
574,8,1617,3.5,1154464990
575,8,1625,5.0,1154389385
576,8,1674,4.0,1154389491
577,8,1704,4.0,1154473252
578,8,1754,3.0,1154400308
579,8,1777,5.0,1154400458
580,8,1876,3.5,1154389528
581,8,1961,5.0,1154473322
582,8,2028,4.0,1154473259
583,8,2100,3.0,1154389460
584,8,2139,3.0,1154465222
585,8,2194,4.5,1154464735
586,8,2302,4.5,1154400414
587,8,2324,4.0,1154464850
588,8,2329,5.0,1154473217
589,8,2353,3.5,1154389340
590,8,2423,3.5,1154400351
591,8,2502,5.0,1154464889
592,8,2571,5.0,1154464738
593,8,2716,3.5,1154464944
594,8,2762,4.5,1154464717
595,8,2770,2.5,1154389541
596,8,2791,4.5,1154465558
597,8,2797,3.5,1154400340
598,8,2804,3.5,1154473419
599,8,2841,3.0,1154400360
600,8,2858,4.5,1154464950
601,8,2918,5.0,1154473364
602,8,2959,4.0,1154464901
603,8,3147,4.5,1154400266
604,8,3578,5.0,1154400441
605,8,3916,3.5,1154400198
606,8,3948,4.0,1154389482
607,8,3996,4.0,1154465526
608,8,4011,4.5,1154464873
609,8,4019,3.5,1154400245
610,8,4034,4.5,1154465279
611,8,4226,5.0,1154464905
612,8,4262,4.0,1154464915
613,8,4448,2.5,1154400334
614,8,4886,3.5,1154464808
615,8,4896,3.5,1154400398
616,8,4963,4.5,1154400383
617,8,4973,4.0,1154465373
618,8,4993,3.5,1154464819
619,8,4995,3.5,1154389449
620,8,5064,5.0,1154400236
621,8,5378,3.5,1154389552
622,8,5445,4.5,1154400449
623,8,5464,4.0,1154464756
624,8,5630,4.0,1154400407
625,8,5650,4.0,1154465399
626,8,5669,3.0,1154465385
627,8,5952,4.0,1154464762
628,8,5989,3.5,1154400444
629,8,6377,4.0,1154389474
630,8,6378,3.0,1154400191
631,8,6870,4.0,1154464895
632,8,6874,5.0,1154465296
633,8,6879,3.0,1154400253
634,8,7143,3.5,1154400294
635,8,7153,4.0,1154464753
636,8,7361,4.0,1154465367
637,8,7438,4.0,1154464994
638,8,8533,2.5,1154400471
639,8,8784,4.5,1154464868
640,8,8873,4.0,1154465499
641,8,8874,3.0,1154465548
642,8,33166,4.5,1154473310
643,8,33493,4.5,1154400263
644,8,34162,3.5,1154400423
645,8,40583,3.5,1154473088
646,8,40819,3.5,1154473264
647,8,44004,3.0,1154473017
648,9,1,4.0,938629179
649,9,17,4.0,938628337
650,9,26,3.0,938628655
651,9,36,5.0,938629110
652,9,318,4.0,938628966
653,9,497,4.0,938628777
654,9,515,4.0,938628577
655,9,527,5.0,938628843
656,9,534,5.0,938628337
657,9,608,5.0,938628843
658,9,733,2.0,938628337
659,9,1059,5.0,938629250
660,9,1177,3.0,938629470
661,9,1357,4.0,938628655
662,9,1358,4.0,938628450
663,9,1411,3.0,938628655
664,9,1541,2.0,938628777
665,9,1584,4.0,938629341
666,9,1680,4.0,938629054
667,9,1682,5.0,938628690
